age_group,identity_code,cultural_background,upbringing_influence,focus_intensity,consistency_score,external_guidance_usage,support_environment_score,hobby_engagement_level,physical_activity_index,creative_expression_index,altruism_score,personality_cluster
0.4965098454740743,-1.0129875571050582,1.0733653746057938,1.5438002723988855,-1.1096981949130065,1.1926965727963688,-0.6837072628704299,-1.8864800881539072,-0.7960707193775748,-0.6760985750585781,0.0,0.0,4
0.4965098454740743,0.9871789569240376,-0.8541843205588467,-0.7243423079027945,1.0462096586948018,1.1926965727963688,1.462614271203831,-0.10827004686858215,-0.7960707193775748,-0.6760985750585781,0.0,0.0,4
1.383645592430635,-1.0129875571050582,-0.8541843205588467,0.40972898224804544,1.0362293234335405,0.38072745500244876,-0.6837072628704299,1.669939994416743,1.256169804589562,-0.6760985750585781,0.0,0.0,3
-1.2777616484390473,-1.0129875571050582,0.10959052702347358,1.5438002723988855,0.12528825997974982,-1.2432107805853914,1.462614271203831,-0.9973750675112447,-0.7960707193775748,1.4790742606037273,0.0,0.0,1
-1.2777616484390473,0.9871789569240376,-0.8541843205588467,0.40972898224804544,-0.8681469911168214,0.7287142197712716,-0.6837072628704299,-0.10827004686858215,-0.7960707193775748,-0.6760985750585781,0.0,0.0,4
-1.2777616484390473,0.9871789569240376,-0.8541843205588467,-0.7243423079027945,1.1466048715994657,-0.315246074535197,-0.6837072628704299,0.7808349737740804,1.256169804589562,1.4790742606037273,0.0,0.0,2
1.383645592430635,0.9871789569240376,-0.8541843205588467,0.40972898224804544,1.7137538964526198,-0.6632328393040199,-0.6837072628704299,-0.10827004686858215,-0.7960707193775748,-0.6760985750585781,0.0,0.0,2
0.4965098454740743,0.9871789569240376,2.037140222188114,0.40972898224804544,-0.9907175814029656,-0.5472372510477456,-0.6837072628704299,1.669939994416743,1.256169804589562,-0.6760985750585781,0.0,0.0,3
0.4965098454740743,0.9871789569240376,1.0733653746057938,0.40972898224804544,-1.2106376304211328,-1.0112196040728427,-0.6837072628704299,-0.10827004686858215,-0.7960707193775748,-0.6760985750585781,0.0,0.0,3
-1.2777616484390473,-1.0129875571050582,0.10959052702347358,1.5438002723988855,-0.5004518515125711,-0.315246074535197,-0.6837072628704299,0.7808349737740804,1.256169804589562,1.4790742606037273,0.0,0.0,2
-1.2777616484390473,-1.0129875571050582,2.037140222188114,-1.8584135980536345,1.21998906358163,-0.5472372510477456,-0.6837072628704299,0.7808349737740804,-0.7960707193775748,-0.6760985750585781,0.0,0.0,3
-1.2777616484390473,-1.0129875571050582,-0.8541843205588467,-0.7243423079027945,0.26231951961964933,0.7287142197712716,1.462614271203831,-0.10827004686858215,1.256169804589562,-0.6760985750585781,0.0,0.0,4
-1.2777616484390473,-1.0129875571050582,-0.8541843205588467,0.40972898224804544,1.4707422330940045,-0.315246074535197,1.462614271203831,-0.9973750675112447,-0.7960707193775748,-0.6760985750585781,0.0,0.0,4
