age_group,identity_code,cultural_background,upbringing_influence,focus_intensity,consistency_score,external_guidance_usage,support_environment_score,hobby_engagement_level,physical_activity_index,creative_expression_index,altruism_score,personality_cluster
1.3728511725127746,0.9716510129963899,-0.846166716735527,2.2621164346253555,1.4681585283155214,1.105915452566961,1.5197659626780957,-1.9146562979142339,1.277247728774746,1.5103984911467303,-0.4970578365031626,-0.43041146274403774,4
-0.4058581353212515,0.9716510129963899,2.0617080062256647,0.23853507412112115,-1.2767734770292654,0.5165087938606044,-0.657996049758756,-1.0202149064832378,-0.7829334728661386,-0.6620769325853714,-0.4970578365031626,2.3233581968858763,4
0.4834965185957616,-1.029176099879922,1.0924164319052674,1.2503257543732382,-1.1036315346810832,1.2237967843082325,-0.657996049758756,-1.9146562979142339,-0.7829334728661386,-0.6620769325853714,-0.4970578365031626,-0.43041146274403774,4
0.4834965185957616,0.9716510129963899,-0.846166716735527,-0.773255606130996,1.0681165689999381,1.2237967843082325,1.5197659626780957,-0.1257735150522416,-0.7829334728661386,-0.6620769325853714,-0.4970578365031626,-0.43041146274403774,4
-0.4058581353212515,-1.029176099879922,-0.846166716735527,-1.7850462863831131,-1.5265243692969408,0.5165087938606044,1.5197659626780957,-0.1257735150522416,-0.7829334728661386,-0.6620769325853714,2.011838314500927,-0.43041146274403774,4
-1.2952127892382646,0.9716510129963899,0.12312485758487014,1.2503257543732382,-0.9328854791797364,-1.1338298505171942,1.5197659626780957,0.7686678763787546,1.277247728774746,1.5103984911467303,-0.4970578365031626,2.3233581968858763,1
1.3728511725127746,0.9716510129963899,0.12312485758487014,-0.773255606130996,-0.17637183645876944,-0.6623045235521089,-0.657996049758756,-0.1257735150522416,1.277247728774746,-0.6620769325853714,-0.4970578365031626,2.3233581968858763,2
0.4834965185957616,-1.029176099879922,1.0924164319052674,2.2621164346253555,-1.2574257496267616,0.752271457343147,1.5197659626780957,0.7686678763787546,1.277247728774746,-0.6620769325853714,2.011838314500927,2.3233581968858763,4
-0.4058581353212515,0.9716510129963899,-0.846166716735527,0.23853507412112115,-0.21340287573780703,0.16286479863679043,1.5197659626780957,-0.1257735150522416,-0.7829334728661386,-0.6620769325853714,-0.4970578365031626,2.3233581968858763,4
1.3728511725127746,-1.029176099879922,-0.846166716735527,0.23853507412112115,1.0580629045348855,0.3986274621193331,-0.657996049758756,1.6631092678097508,1.277247728774746,-0.6620769325853714,-0.4970578365031626,-0.43041146274403774,3
0.4834965185957616,-1.029176099879922,-0.846166716735527,-0.773255606130996,-0.09422211035361111,0.5165087938606044,1.5197659626780957,1.6631092678097508,-0.7829334728661386,1.5103984911467303,2.011838314500927,2.3233581968858763,1
-1.2952127892382646,-1.029176099879922,0.12312485758487014,1.2503257543732382,0.14042882114384667,-1.2517111822584654,1.5197659626780957,-1.0202149064832378,-0.7829334728661386,1.5103984911467303,-0.4970578365031626,-0.43041146274403774,1
